"サブプロット","階層","種名","DK1999","被度2006","被度2012","被度2018","X","memo","X.1","DK2006","id_note"
"23","C","サンカヨウ",0.5,0.5,0,0.5,"","","","0.5","814"
"23","C","シモツケソウ",0.5,2,0.5,0,"","","","2","815"
"23","C","シラネニンジン",0,0,0,0.5,"","","","","844"
"23","C","スギナ",0,0,0.1,0.1,"","","","","836"
"23","C","タテヤマアザミ",5,20,5,3,"","","","6","816"
"23","C","タテヤマオウギ",2,0,0,0,"","","","0","829"
"23","C","チゴユリ",2,0,0,0.5,"","","","0","830"
"23","C","ノコンギク",4,0,0,0,"","","","0","831"
"23","C","ヒゲノガリヤス",1,2,0,1,"","","","2","817"
"23","C","ヒメゴヨウイチゴ",5,8,2,1,"","","","4","818"
"23","C","ヒメタケシマラン",0,0.5,0.5,0,"","","","0.5","819"
"23","C","フキ",4,10,5,7,"","","","5","820"
"23","C","マルバダケブキ",0,0,0,0.5,"","","","","843"
"23","C","ミヤマイタチシダ",0,0,0.5,0.1,"","photo","","","840"
"23","C","ミヤマカンスゲ",5,10,15,20,"","","","5","821"
"23","C","ミヤマシシウド",0,0.5,0.5,6,"","photo","","0.5","822"
"23","C","ミヤマメシダ",0,2,1,2,"","photo","","2","823"
"23","C","ミヤマワラビ",0,1,0.5,0.5,"","photo","","1","824"
"23","C","メシダ",2,0,0,0,"","","","0","832"
"23","C","ヤグルマソウ",0,0,0.1,0,"","0.1na","","","838"
"23","C","ヤマソテツ",0,0,0.5,0.5,"","","","","837"
"23","C","ヤマハハコ",0.5,0,0,0.5,"","","","0","825"
"23","C","ヤマブキショウマ",0.5,0.5,0.5,0,"","photo","","0.5","826"
"23","C","ユキザサ",0.5,0,0,2,"","","","0","833"
"23","C","ヨモギ",3,5,0,2,"","","","4","827"
"23","S","チシマザサ",9,30,60,70,"","","","6","841"
"24","B2","オオシラビソ",5,8,0,0.5,"","","","4","845"
"24","B2","オガラバナ",3,0,0,0,"","","","0","846"
"24","B2","オノエヤナギ",5,10,8,6,"","","","5","847"
"24","B2","クロツリバナ",2,2,3,2,"","","","2","848"
"24","B2","ダケカンバ",5,5,0,1,"","","","4","849"
"24","B2","バッコヤナギ",0,0,0,1,"","","","","893"
"24","B2","ミヤマハンノキ",5,8,0.5,0,"","","","4","850"
"24","C","アイイタドリ",0,0,0,0.1,"","","","","895"
"24","C","アカショウマ",0,0,0.1,1,"","","","","885"
"24","C","アキカラマツ",0,1,1,0,"","","","1","851"
"24","C","イタドリ",5,5,3,8,"","","","4","852"
"24","C","エンレイソウ",0.5,0.5,0.1,0.5,"","","","0.5","853"
"24","C","オオイタドリ",4,20,5,20,"","","","6","854"
"24","C","オオバショリマ",0,0,0.5,0.5,"","","","","887"
"24","C","オオハナウド",0,0,3,1,"","","","","880"
"24","C","カニコウモリ",0,0,1,0.5,"","photo","","","888"
"24","C","コウゾリナ",4,0,0,0,"","","","0","855"
"24","C","コガネギク",0,1,0,0,"","","","1","856"
"24","C","ゴマナ",1,5,0,6,"","","","4","857"
"24","C","コミヤマカタバミ",0.5,3,5,5,"","","","3","858"
"24","C","コメススキ",0,0,0,0.1,"","","","","896"
"24","C","サンカヨウ",0,0,0.5,0,"","","","","890"
"24","C","シノブカグマ",0,0,0,0.5,"","","","","894"
"24","C","シラネワラビ",1,0,0.5,0,"","","","0","859"
"24","C","スギナ",0,0,0.1,0.1,"","","","","891"
"24","C","セイヨウタンポポ",2,0,0,0,"","","","0","874"
"24","C","タテヤマアザミ",3,10,5,4,"","","","5","860"
"24","C","タテヤマオウギ",3,0,0,0,"","","","0","875"
"24","C","チゴユリ",0.5,0,0,0,"","","","0","876"
"24","C","ツクバネソウ",0.5,0,0,0,"","","","0","861"
"24","C","テガタチドリ",0,0,0.1,0,"","","","","881"
"24","C","ノコンギク",4,0,0,0,"","","","0","877"
"24","C","ヒゲノガリヤス",3,3,0.5,0,"","","","3","862"
"24","C","ヒメゴヨウイチゴ",5,5,3,3,"","","","4","863"
"24","C","ヒメタケシマラン",0,1,1,0.5,"","","","1","864"
"24","C","ヒロハユキザサ",0,0,0.5,0.5,"","photo","","","886"
"24","C","フキ",4,10,2,2,"","","","5","865"
"24","C","マイヅルソウ",1,0,0,0.1,"","","","0","866"
"24","C","ミズバショウ",0,0,0.1,0.5,"","photo","","","889"
"24","C","ミヤマアキノキリンソウ",0.5,0,0.1,0,"","","","0","878"
"24","C","ミヤマイタチシダ",0,0,0,0.5,"","","","","898"
"24","C","ミヤマカンスゲ",5,12,8,10,"","","","5","867"
"24","C","ミヤマシシウド",1,0.5,0,8,"","","","0.5","868"
"24","C","ミヤマセンキュウ",0,0,0.1,0,"","photo","","","882"
"24","C","ミヤマワラビ",1,0,0.1,0.1,"","","","0","869"
"24","C","メシダ",0.5,0,0,0,"","","","0","879"
"24","C","ヤグルマソウ",0,2,2,0.5,"","","","2","870"
"24","C","ヤマイヌワラビ",0,0,1,0.5,"","photo","","","883"
"24","C","ヤマソテツ",0,0,0,0.5,"","","","","897"
"24","C","ヤマブキショウマ",0.5,1,0.5,0,"","","","1","871"
"24","C","ユキザサ",0,0,0.1,0,"","","","","884"
"24","C","ヨツバヒヨドリ",0.5,0.5,0,0,"","","","0.5","872"
"24","C","ヨモギ",5,4,0,3,"","","","3","873"
"24","S","チシマザサ",9,90,85,90,"","","","9","892"
"25","B2","オオシラビソ",7,30,18,20,"","","","6","899"
"25","B2","オガラバナ",4,0,0,0,"","","","0","900"
"25","B2","オノエヤナギ",5,10,7,5,"","","","5","901"
"25","B2","ダケカンバ",8,30,3,4,"","","","6","902"
"25","B2","ナナカマド",0.5,5,6,7,"","","","4","903"
"25","B2","バッコヤナギ",0,0.5,0.5,0,"","","","0.5","904"
"25","B2","バッコヤナギ",0,0,0,0.5,"","","","","937"
"25","B2","ミネカエデ",0,8,5,3,"","","","4","905"
"25","B2","ミヤマハンノキ",0,0,0,0,"","","","","940"
"25","C","アカショウマ",0,0,0.1,1,"","","","","933"
"25","C","アキカラマツ",1,5,1,1,"","","","4","906"
"25","C","イタドリ",4,0,0.5,12,"","","","0","907"
"25","C","エンレイソウ",0,0,0.5,0.5,"","","","","934"
"25","C","オオイタドリ",0,15,12,20,"","","","5","908"
"25","C","オオバショリマ",0,5,2,0,"","","","4","909"
"25","C","オシダ",0.5,0,0,0,"","","","0","926"
"25","C","コウゾリナ",0,0.5,0,0,"","","","0.5","910"
"25","C","ゴゼンタチバナ",0,0.5,0,0,"","","","0.5","911"
"25","C","ゴゼンタチバナ",0.5,0,0,0,"","","","0","927"
"25","C","コミヤマカタバミ",0,4,4,5,"","","","3","912"
"25","C","サカゲイノデ",0,0,0,1,"","","","","938"
"25","C","シラネニンジン",0,0,0,1,"","","","","942"
"25","C","タテヤマアザミ",3,10,5,4,"","","","5","913"
"25","C","タテヤマアザミ",0,0,0,0.5,"","","","","941"
"25","C","チゴユリ",0.5,0,0.5,0.5,"","","","0","928"
"25","C","テガタチドリ",0,0,0,0.1,"","","","","943"
"25","C","ハクモウイノデ",0.5,0,0,0,"","","","0","929"
"25","C","ヒメタケシマラン",0,1,0.5,0.5,"","","","1","914"
"25","C","ヒメノガリヤス",0,0,0.1,0,"","","","","935"
"25","C","ヒロハユキザサ",0,1,0.5,0.5,"","","","1","915"
"25","C","フキ",3,5,5,8,"","","","4","916"
"25","C","マイヅルソウ",1,0,3,6,"","","","0","917"
"25","C","ミヤマアキノキリンソウ",3,0,0,0,"","w","","0","930"
"25","C","ミヤマカタバミ",0,0,0.5,0,"","","","","932"
"25","C","ミヤマカンスゲ",8,60,40,70,"","","","8","918"
"25","C","ミヤマシシウド",1,0,4,5,"","","","0","919"
"25","C","ミヤマメシダ",0,0,0,0.5,"","","","","939"
"25","C","ミヤマワラビ",0,1,0.1,0.5,"","","","1","920"
"25","C","モミジカラマツ",5,8,10,10,"","","","4","921"
"25","C","ヤマドリゼンマイ",1,0,0,1,"","","","0","922"
"25","C","ヤマブキショウマ",0.5,4,0.1,0,"","","","3","923"
"25","C","ユキザサ",1,0,0,0.5,"","","","0","931"
"25","C","ヨツバヒヨドリ",3,2,2,0,"","","","2","924"
"25","C","ヨモギ",4,5,0,5,"","","","4","925"
"25","S","チシマザサ",7,0,70,30,"","","","0","936"
