サブプロット,階層,種名,DK1999,被度2006,被度2012,被度2018,被度2025,date2025,photo2025,memo,DK2006,id_note,X,X.1
19,C,ヒメゴヨウイチゴ,4,3,2,2,0.1,2025/08/20,,,0,643,,
19,C,ヒメタケシマラン,0,0.5,0.5,0.5,,2025/08/20,,,0,633,,
19,C,マイヅルソウ,0,0,0.1,0.1,0.1,2025/08/20,,,,650,,
19,C,ミズバショウ,3,2,0,3,1,2025/08/20,,,3,634,,
19,C,ミツバオウレン,0.5,0.5,0,0,,2025/08/20,,,0.5,635,,
19,C,ミヤマアキノキリンソウ,0.5,0,0,0,,2025/08/20,,,,645,,
19,C,ミヤマイタチシダ,0,0,0.5,1,,2025/08/20,,,2,636,,
19,C,ミヤマカンスゲ,6,20,5,10,9,2025/08/20,,,0.5,637,,
19,C,ミヤマメシダ,0,0.5,0,0.5,,2025/08/20,,,0,644,,
19,C,ミヤマワラビ,0,1,0.5,1,,2025/08/20,,,,646,,
19,C,ヤマソテツ,4,3,0.5,2,0.5,2025/08/20,,,6,638,,
19,C,ヤマドリゼンマイ,0.5,0.5,0.5,0.5,0.1,2025/08/20,,,0.5,639,,
19,C,ヤマブキショウマ,0,0,0.5,0,0.1,2025/08/20,,,1,640,,
19,S,チシマザサ,9,100,90,90,90,2025/08/20,,,3,641,,
,,オオバタケシマラン,,,,,0.6,2025/08/20,,,,,,
,,ヤマイヌワラビ,,,,,0.6,2025/08/20,,,,,,
,,ヒロハユキザサ,,,,,0.1,2025/08/20,,,,,,
,,タケシマラン,,,,,0.6,2025/08/20,,,,,,
,,オオバスノキ,,,,,0.1,2025/08/20,,,,,,
,,オオカメノキ,,,,,0.5,2025/08/20,,,,,,
,,オオバショリマ,,,,,0.2,2025/08/20,,,,,,
20,B2,オオカメノキ,0,3,1,1,,2025/08/20,,,0.5,642,,
20,B2,オオシラビソ,4,5,3,3,1.4,2025/08/20,,,,647,,
20,B2,オオバスノキ,0,4,1,1,0.5,2025/08/20,,,10,648,,
20,B2,オガラバナ,5,12,8,5,3.2,2025/08/20,,,3,652,中島さん,
20,B2,クロウスゴ,4,5,0.5,0.5,0.1,2025/08/20,,,4,653,,
20,B2,クロツリバナ,0,0,0,0.5,2.5,2025/08/20,,,3,654,,
20,B2,ダケカンバ,4,6,3,2,0.1,2025/08/20,,,5,655,,
20,B2,ナナカマド,3,4,0.5,0.5,,2025/08/20,,,4,656,,
20,B2,ハリブキ,0.5,0.5,0.5,0.1,,2025/08/20,,,,696,,
20,B2,ヒメウスノキ,0,0,0,0.2,0.2,2025/08/20,,,4,657,,
20,B2,ミネカエデ,0,3,3,3,0.3,2025/08/20,,,3,658,,
20,B2,ミヤマハンノキ,0,15,5,2,0.5,2025/08/20,,,0.5,659,,
20,C,イヌワラビ,0,0.5,0.1,0,0.3,2025/08/20,,,,694,,
20,C,イワカガミ,1,0,1,0.2,,2025/08/20,,,3,660,,
20,C,エンレイソウ,0,0.5,0.1,0.1,0.3,2025/08/20,,,5,661,,
20,C,オオバショリマ,0,0.5,0,0.1,0.1,2025/08/20,,,0.5,662,,
20,C,オオバノヨツバムグラ,0,0,0.1,0,,2025/08/20,,,,684,,
20,C,カニコウモリ,0,0.5,0,0,,2025/08/20,,,0.5,663,,
20,C,コミヤマカタバミ,3,3,2,1,0.5,2025/08/20,,,0.5,664,,
20,C,コメススキ,0,0,0,0.1,,2025/08/20,,,,686,,
20,C,ゴゼンタチバナ,0.5,0.5,1,0.5,0.1,2025/08/20,,,0.5,665,,
20,C,シノブカグマ,0,0,0.5,1.3,0.8,2025/08/20,,,0,666,,
20,C,シラネワラビ,0.5,3,2,3,2.1,2025/08/20,,,0.5,668,,
20,C,タケシマラン,0,0,0,0.1,0.2,2025/08/20,,,0,679,,
20,C,タテヤマアザミ,0,0.5,0,0,,2025/08/20,,,3,669,,
20,C,チゴユリ,2,0,0.1,0.1,,2025/08/20,,,,697,,
20,C,ツクバネソウ,1,1,0.1,0.2,0.3,2025/08/20,,,,685,,
20,C,ツマトリソウ,0,0,0,0.2,0.2,2025/08/20,,,,692,,
20,C,ヒメゴヨウイチゴ,5,10,1,0.3,0.7,2025/08/20,,,3,670,,
20,C,ヒロハユキザサ,0,0.5,0.5,0.2,0.6,2025/08/20,,,,689,,
20,C,マイヅルソウ,4,3,0,0.1,0.2,2025/08/20,,,0.5,671,,
20,C,ミズバショウ,0,0,0,1,,2025/08/20,,,0,680,,
20,C,ミヤマアキノキリンソウ,0.5,1,0.1,0,0.1,2025/08/20,,,1,672,,
20,C,ミヤマカンスゲ,6,18,3,4,2.8,2025/08/20,,,,693,,
20,C,ミヤマセンキュウ,0,0,0,0.1,,2025/08/20,,,5,673,,
20,C,ミヤマワラビ,1,0.5,0,0,0.2,2025/08/20,,,0.5,674,,
20,C,モミジカラマツ,0,0,0,0.85,0.5,2025/08/20,,,3,675,,
20,C,ヤマソテツ,4,0,2,1,0.7,2025/08/20,,,,695,,
20,C,ヤマドリゼンマイ,0,0,0.5,0.2,0.1,2025/08/20,,,1,681,,
20,C,ヤマブキショウマ,0,0.5,0,0.1,0.1,2025/08/20,,,5,676,,
20,C,ユキザサ,0.5,0,0.1,0.1,,2025/08/20,,,,690,,
20,S,チシマザサ,9,100,90,85,90,2025/08/20,,,0.5,677,,
,,ヒメゴヨウイチゴ,,,,,0.3,2025/08/20,,,,,,
,,サンカヨウ,,,,,0.1,2025/08/20,,,,,,
,,オオバノヨツバムグラ,,,,,0.1,2025/08/20,,,,,,
,,ヤマトユキザサ,,,,,0.1,2025/08/20,,,,,,
,,ショウジョウバカマ,,,,,0.3,2025/08/20,,,,,,
,,ミヤマシシウド,,,,,0.1,2025/08/20,,,,,,
,,タニギキョウ,,,,,0.1,2025/08/20,,,,,,
,,ヤマイヌワラビ,,,,,0.1,2025/08/20,,,,,,
21,B2,オオカメノキ,0,0.5,5.5,0.5,,2025/08/20,,,,691,,
21,B2,オオシラビソ,0.5,1,2,2,1.3,2025/08/20,,,0,682,,
21,B2,オガラバナ,0,0,1,0,0.5,2025/08/20,,,,687,,
21,B2,オノエヤナギ,5,10,5,8,1,2025/08/20,,,0.5,678,,
21,B2,クマイチゴ,0,0.5,0,0,0.1,2025/08/20,,,0,683,,
21,B2,ダケカンバ,4,5,3,5,0.7,2025/08/20,,,10,688,,
21,B2,ナナカマド,6,10,10,5,5.5,2025/08/20,,,0.5,698,,
21,B2,バッコヤナギ,0,10,10,10,1.5,2025/08/20,,,1,699,,
21,B2,ベニバナイチゴ,0,0,0,0.5,,2025/08/20,,,,707,,
21,B2,ミネカエデ,0.5,2,1,1,0.2,2025/08/20,,,5,700,,
21,B2,ミヤマハンノキ,5,2,3,1,2,2025/08/20,,,0.5,701,,
21,C,アカショウマ,0,0,0,1,,2025/08/20,,,4,702,,
21,C,イグサ,0,0,0,0.1,,2025/08/20,,,5,703,,
21,C,イタドリ,0,0,0,2,1.2,2025/08/20,,,5,704,,
21,C,イヌガンソク,0,0,0,0,,2025/08/20,,,,748,10,
21,C,イブキコゴメグサ,0.5,0,0,0,,2025/08/20,,,2,705,,
21,C,エンレイソウ,0.5,0.5,0.5,0.5,0.1,2025/08/20,,,2,706,,
21,C,オオイタドリ,5,0,2,8,10,2025/08/20,,,,744,5,
21,C,オシダ,0,0,0.5,1,,2025/08/20,,,,741,2,
21,C,クロトウヒレン,0,0,0,1,0.5,2025/08/20,,,,740,1,
21,C,ゴマナ,0,15,5,5,0.5,2025/08/20,,,,743,4,
21,C,サカゲイノデ,0,0,0.5,0,,2025/08/20,,,0.5,708,,
21,C,サンカヨウ,0.5,0,0.5,0,,2025/08/20,,,0,709,,
21,C,ショウジョウバカマ,1,0,0,0,,2025/08/20,,,,735,,
21,C,シラネニンジン,0,0,0,0.1,,2025/08/20,,,,747,9,
21,C,シラネワラビ,4,1,1,2,1.5,2025/08/20,,,0,729,,
21,C,タテヤマアザミ,4,10,8,0,0.6,2025/08/20,,,5,711,,
21,C,チゴユリ,2,0,0,0,,2025/08/20,,,,738,,
21,C,ツクバネソウ,0.5,0,0,0,,2025/08/20,,,0,712,,
21,C,ツマトリソウ,0.5,0,0,0,,2025/08/20,,,0,713,,
21,C,ノコンギク,4,0,0,0,0.1,2025/08/20,,,,750,14,
21,C,ヒゲノガリヤス,0,0,0.1,0,4,2025/08/20,,,1,714,,
21,C,ヒメゴヨウイチゴ,2,2,2,2,2,2025/08/20,,,5,715,,
21,C,ヒメタケシマラン,0,2,0.5,0,,2025/08/20,,,0,730,,
21,C,フキ,0.5,5,4,8,2.4,2025/08/20,,,0,716,,
21,C,マイヅルソウ,4,0.5,0.5,0,1,2025/08/20,,,0,717,,
21,C,マルバダケブキ,0,0,0,1,,2025/08/20,,,0,731,,
21,C,ミズバショウ,0,0,1,1,1,2025/08/20,,,,734,,
21,C,ミヤマアキノキリンソウ,0,1,0.1,0.1,0.5,2025/08/20,,,2,718,,
21,C,ミヤマカタバミ,0,0,0,0.5,3,2025/08/20,,,2,719,,
21,C,ミヤマカンスゲ,5,15,5,0,11,2025/08/20,,,4,720,,
21,C,ミヤマシシウド,1,8,6,8,4,2025/08/20,,,0.5,721,,
21,C,ミヤマメシダ,0,0,5,2,,2025/08/20,,,,745,6,
21,C,ミヤマワラビ,0.5,0.5,1,0,1,2025/08/20,,,,737,,
21,C,ヤグルマソウ,0,0.5,1,2,1,2025/08/20,,,1,733,,
21,C,ヤマドリゼンマイ,0,0,0.5,1,1,2025/08/20,,,,746,7,
21,C,ヤマハハコ,0,0.5,0,0,0.1,2025/08/20,,,5,722,,
21,C,ヤマブキショウマ,0,0.5,1,0,0.6,2025/08/20,,,4,723,,
21,C,ユキザサ,0.5,0,0,0,,2025/08/20,,,,736,,
21,C,ヨモギ,5,5,0.1,3,3.5,2025/08/20,,,0.5,724,,
21,S,チシマザサ,9,80,70,50,40,2025/08/20,,,0.5,725,,
,,7マイヌワラビ,,,,,1,2025/08/20,,,,,,
,,オオハナウド,,,,,2,2025/08/20,,,,,,
,,タニウツギ,,,,,1,2025/08/20,,,,,,
,,キオン,,,,,0.1,2025/08/20,,,,,,
,,ノコンギク,,,,,0.1,2025/08/20,00:13:23,,,,,
,,オオバショリマ,,,,,0.1,2025/08/20,,,,,,
,,オオバノヨツバムグラ,,,,,0.2,2025/08/20,,,,,,
,,ミヤマセンキュウ,,,,,0.1,2025/08/20,,,,,,
,,ヤマイヌワラビ,,,,,0.1,2025/08/20,00:13:38,,,,,
22,B2,オオシラビソ,0,0,1,0,,2025/08/20,,,,739,,
22,B2,オガラバナ,4,3,1,1,,2025/08/20,,,0.5,726,,
22,B2,オノエヤナギ,3,0,1,0,,2025/08/20,,,0.5,727,,
22,B2,クマイチゴ,0,0.5,0,0,,2025/08/20,,,0,732,,
22,B2,ダケカンバ,4,0,0.5,1,1.3,2025/08/20,,,4,728,,
22,B2,ナナカマド,4,4,3,2,,2025/08/20,,,9,751,,
22,B2,バッコヤナギ,2,0,0,0,,2025/08/20,,,,762,,
22,B2,ベニバナイチゴ,0,0,2,3,1,2025/08/20,,,3,752,,
22,B2,ミネカエデ,0,0,1,0,2.5,2025/08/20,,,0,753,,
22,B2,ミヤマハンノキ,5,4,6,1,2,2025/08/20,,,0.5,754,,
22,C,アカショウマ,0,0,0,2,,2025/08/20,,,0,755,,
22,C,イタドリ,3,0,0,1,0.5,2025/08/20,,,3,756,,
22,C,イワオウギ,3,0,0,0,,2025/08/20,,,0,757,,
22,C,エンレイソウ,0.5,0.5,0.5,0.5,0.1,2025/08/20,,,,760,,
22,C,オオイタドリ,5,15,15,20,22,2025/08/20,,,,761,,
22,C,オオバコ,0,0,0.1,0,,2025/08/20,,,3,759,,
22,C,オオバショリマ,0,1,0,0,1.1,2025/08/20,,,,798,,
22,C,オオバノヨツバムグラ,0.5,0.5,0.1,0,,2025/08/20,,,0,763,,
22,C,オシダ,0,0,0.5,0,,2025/08/20,,,0.5,765,,
22,C,オニシモツケ,0,5,3,4,3,2025/08/20,,,5,766,,
22,C,コウゾリナ,0.5,0,0,0,,2025/08/20,,,,793,,
22,C,コミヤマカタバミ,1,2,2,3,6,2025/08/20,,,1,767,,
22,C,ゴマナ,0,0,0,5,0.5,2025/08/20,,,0.5,764,,
22,C,サカゲイノデ,0,0,0,0.5,1,2025/08/20,,,,792,,
22,C,シモツケソウ,3,0,0,0,,2025/08/20,,,4,768,,
22,C,シラネワラビ,0,0,0,1,2,2025/08/20,,,0,769,,
22,C,タテヤマアザミ,0,4,6,0,0.1,2025/08/20,,,2,770,,
22,C,チゴユリ,1,0,0,0,,2025/08/20,,,,796,,
22,C,ノコンギク,4,0,0,0,,2025/08/20,,,2,771,,
22,C,ヒゲノガリヤス,1,0,0,0,1.5,2025/08/20,,,,799,,
22,C,ヒメゴヨウイチゴ,2,0,0,3,4.5,2025/08/20,,,0,772,,
22,C,フキ,4,5,3,3,3.7,2025/08/20,,,,797,,
22,C,マイヅルソウ,0,0.5,0,0,,2025/08/20,,,3,773,,
22,C,ミヤマアキノキリンソウ,2,2,0.5,0,0.2,2025/08/20,,,0,785,,
22,C,ミヤマカンスゲ,5,15,3,3,5,2025/08/20,,,0,786,,
22,C,ミヤマシシウド,0,0,1,3,4,2025/08/20,,,0,787,,
22,C,ミヤマベニシダ,0,0,0.1,0.5,,2025/08/20,,,0,774,,
22,C,ミヤマメシダ,0,2,2,3,,2025/08/20,,,0,775,,
22,C,ミヤマワラビ,1,1,1,0,,2025/08/20,,,4,776,,
22,C,メシダ,1,0,0,0,,2025/08/20,,,0.5,777,,
22,C,ヤマハハコ,0.5,0.5,0,0,,2025/08/20,,,0,788,,
22,C,ヤマブキショウマ,0.5,0.5,1,0,1.3,2025/08/20,,,5,778,,
22,C,ユキザサ,0.5,0,0,0,,2025/08/20,,,,791,,
22,C,ヨモギ,3,5,0,1,25,2025/08/20,,,,794,,
22,S,チシマザサ,9,80,80,70,40,2025/08/20,,,2,779,,
,,ヤマイヌワラビ,,,,,1.8,2025/08/20,,,,,,
,,サンカヨウ,,,,,0.5,2025/08/20,,,,,,
,,ヒメワラビ,,,,,0.3,2025/08/20,,,,,,
,,タケシマラン,,,,,0.1,2025/08/20,,,,,,
,,ヤマソテツ,,,,,0.1,2025/08/20,,,,,,
,,モミジカラマツ,,,,,2,2025/08/20,,,,,,
,,ツクバネソウ,,,,,0.5,2025/08/20,,,,,,
,,サンカヨウ,,,,,0.5,2025/08/20,,,,,,
,,オシダ,,,,,0.1,2025/08/20,00:13:04,,,,,
,,ハリブキ,,,,,0.1,2025/08/20,,,,,,
23,B2,オオカメノキ,2,0.5,0,0,,2025/08/20,,,1,780,,
23,B2,オオシラビソ,0,0,0.1,0,,2025/08/20,,,0,789,,
23,B2,オガラバナ,3,0,3,1,4,2025/08/20,,,0.5,781,,
23,B2,オノエヤナギ,3,0.5,0,0,,2025/08/20,,,0.5,782,,
23,B2,ダケカンバ,5,10,5,3,,2025/08/20,,,0,790,,
23,B2,バッコヤナギ,0.5,0,0,0,,2025/08/20,,,4,783,オオヨモギ,
23,B2,ベニバナイチゴ,4,10,0,8,4,2025/08/20,,,9,795,,
23,B2,ミネカエデ,0,0,0.5,1,0.5,2025/08/20,,,0.5,800,,
23,B2,ミヤマハンノキ,4,2,1,1,,2025/08/20,,,,839,,
23,C,アカショウマ,0,0,0,1,,2025/08/20,,,0,801,,
23,C,イワオウギ,2,0,0,0,,2025/08/20,,,0.5,802,,
23,C,ウラジロタデ,0,0,0.1,0,,2025/08/20,,,5,803,,
23,C,エンレイソウ,0.5,0.5,0.4,0.5,0.1,2025/08/20,,,0,804,,
23,C,オオイタドリ,6,35,25,25,23,2025/08/20,,,5,805,,
23,C,オオバノヨツバムグラ,0,0.5,0,0,,2025/08/20,,,,807,,
23,C,オニシモツケ,0,10,0,2,3,2025/08/20,,,2,806,,
23,C,キオン,0.5,0,0,0,,2025/08/20,,,,842,,
23,C,コミヤマカタバミ,3,4,3,3,1,2025/08/20,,,,834,,
23,C,ゴマナ,0,4,0,5,4,2025/08/20,,,0.5,809,,
23,C,サカゲイノデ,0,0,0.5,0.1,,2025/08/20,,,7,810,,
23,C,サンカヨウ,0.5,0.5,0,0.5,0.6,2025/08/20,,,0.5,808,,
23,C,シモツケソウ,0.5,2,0.5,0,,2025/08/20,,,5,811,,
23,C,シラネニンジン,0,0,0,0.5,,2025/08/20,,,0,828,,
23,C,スギナ,0,0,0.1,0.1,,2025/08/20,,,3,812,,
23,C,タテヤマアザミ,5,20,5,3,0.5,2025/08/20,,,3,813,,
23,C,チゴユリ,2,0,0,0.5,,2025/08/20,,,,835,,
23,C,ノコンギク,4,0,0,0,,2025/08/20,,,0.5,814,,
23,C,ヒゲノガリヤス,1,2,0,1,25,2025/08/20,,,2,815,,
23,C,ヒメゴヨウイチゴ,5,8,2,1,1,2025/08/20,,,,844,,
23,C,ヒメタケシマラン,0,0.5,0.5,0,,2025/08/20,,,,836,,
23,C,フキ,4,10,5,7,1,2025/08/20,,,6,816,,
23,C,マルバダケブキ,0,0,0,0.5,,2025/08/20,,,0,829,,
23,C,ミヤマイタチシダ,0,0,0.5,0.1,,2025/08/20,,,0,830,,
23,C,ミヤマカンスゲ,5,10,15,20,5,2025/08/20,,,0,831,,
23,C,ミヤマシシウド,0,0.5,0.5,6,7,2025/08/20,,,2,817,,
23,C,ミヤマメシダ,0,2,1,2,,2025/08/20,,,4,818,,
23,C,ミヤマワラビ,0,1,0.5,0.5,3.1,2025/08/20,,,0.5,819,,
23,C,メシダ,2,0,0,0,,2025/08/20,,,5,820,,
23,C,ヤグルマソウ,0,0,0.1,0,2,2025/08/20,,,,843,,
23,C,ヤマソテツ,0,0,0.5,0.5,,2025/08/20,,photo,,840,,
23,C,ヤマハハコ,0.5,0,0,0.5,1,2025/08/20,,,5,821,,
23,C,ヤマブキショウマ,0.5,0.5,0.5,0,0.1,2025/08/20,,photo,0.5,822,,
23,C,ユキザサ,0.5,0,0,2,,2025/08/20,,photo,2,823,,
23,C,ヨモギ,3,5,0,2,5.5,2025/08/20,,photo,1,824,,
23,S,チシマザサ,9,30,60,70,40,2025/08/20,,,0,832,,
,,オオハナウド,,,,,1,2025/08/20,00:11:59,,,,,
,,タケシマラン,,,,,0.1,2025/08/20,,,,,,
,,シラネワラビ,,,,,0.2,2025/08/20,00:12:02,,,,,
,,ヒロハユキザサ,,,,,2.1,2025/08/20,,,,,,
,,ベニバナイチゴ,,,,,0.1,2025/08/20,,,,,,
,,ミヤマヤナギ,,,,,2,2025/08/20,,,,,,
,,モミジカラマツ,,,,,0.1,2025/08/20,,,,,,
,,ミヤマアキノキリンソウ,,,,,0.2,2025/08/20,,,,,,
,,ミヤマセンキュウ,,,,,0.1,2025/08/20,,,,,,
,,ヒメワラビ,,,,,0.1,2025/08/20,,,,,,
,,ヤマイヌワラビ,,,,,0.1,2025/08/20,00:12:18,,,,,
,,タケシマラン,,,,,0.1,2025/08/20,,,,,,
,,オオバショリマ,,,,,0.1,2025/08/20,,,,,,
24,B2,オオシラビソ,5,8,0,0.5,,2025/08/20,,0.1na,,838,,
24,B2,オガラバナ,3,0,0,0,,2025/08/20,,,,837,,
24,B2,オノエヤナギ,5,10,8,6,3,2025/08/20,,,0,825,,
24,B2,クロツリバナ,2,2,3,2,4,2025/08/20,,photo,0.5,826,,
24,B2,ダケカンバ,5,5,0,1,0.5,2025/08/20,,,0,833,,
24,B2,バッコヤナギ,0,0,0,1,,2025/08/20,,,4,827,,
24,B2,ミヤマハンノキ,5,8,0.5,0,,2025/08/20,,,6,841,,
24,C,アイイタドリ,0,0,0,0.1,,2025/08/20,,,4,845,,
24,C,アカショウマ,0,0,0.1,1,,2025/08/20,,,0,846,,
24,C,アキカラマツ,0,1,1,0,,2025/08/20,,,5,847,,
24,C,イタドリ,5,5,3,8,5,2025/08/20,,,2,848,,
24,C,イワオウギ,3,0,0,0,,2025/08/20,,,4,849,,
24,C,エンレイソウ,0.5,0.5,0.1,0.5,0.3,2025/08/20,,,,893,,
24,C,オオイタドリ,4,20,5,20,16,2025/08/20,,,4,850,,
24,C,オオハナウド,0,0,3,1,2,2025/08/20,,,,895,,
24,C,オオバショリマ,0,0,0.5,0.5,,2025/08/20,,,,885,,
24,C,カニコウモリ,0,0,1,0.5,0.2,2025/08/20,,,1,851,,
24,C,コウゾリナ,4,0,0,0,,2025/08/20,,,4,852,,
24,C,コミヤマカタバミ,0.5,3,5,5,8.5,2025/08/20,,,0.5,853,,
24,C,コメススキ,0,0,0,0.1,,2025/08/20,,,6,854,,
24,C,ゴマナ,1,5,0,6,2,2025/08/20,,,,887,,
24,C,サンカヨウ,0,0,0.5,0,,2025/08/20,,,,880,,
24,C,シノブカグマ,0,0,0,0.5,,2025/08/20,,photo,,888,,
24,C,シラネワラビ,1,0,0.5,0,,2025/08/20,,,0,855,,
24,C,スギナ,0,0,0.1,0.1,,2025/08/20,,,1,856,,
24,C,セイヨウタンポポ,2,0,0,0,,2025/08/20,,,4,857,,
24,C,タテヤマアザミ,3,10,5,4,1.1,2025/08/20,,,3,858,,
24,C,チゴユリ,0.5,0,0,0,,2025/08/20,,,,896,,
24,C,ツクバネソウ,0.5,0,0,0,,2025/08/20,,,,890,,
24,C,テガタチドリ,0,0,0.1,0,,2025/08/20,,,,894,,
24,C,ノコンギク,4,0,0,0,,2025/08/20,,,0,859,,
24,C,ヒゲノガリヤス,3,3,0.5,0,1.5,2025/08/20,,,,891,,
24,C,ヒメゴヨウイチゴ,5,5,3,3,1.8,2025/08/20,,,0,874,,
24,C,ヒメタケシマラン,0,1,1,0.5,,2025/08/20,,,5,860,,
24,C,ヒロハユキザサ,0,0,0.5,0.5,0.3,2025/08/20,,,0,875,,
24,C,フキ,4,10,2,2,0.5,2025/08/20,,,0,876,,
24,C,マイヅルソウ,1,0,0,0.1,,2025/08/20,,,0,861,,
24,C,ミズバショウ,0,0,0.1,0.5,0.3,2025/08/20,,,,881,,
24,C,ミヤマアキノキリンソウ,0.5,1,0.1,0,0.2,2025/08/20,,,0,877,,
24,C,ミヤマイタチシダ,0,0,0,0.5,,2025/08/20,,,3,862,,
24,C,ミヤマカンスゲ,5,12,8,10,7,2025/08/20,,,4,863,,
24,C,ミヤマシシウド,1,0.5,0,8,6,2025/08/20,,,1,864,,
24,C,ミヤマセンキュウ,0,0,0.1,0,,2025/08/20,,photo,,886,,
24,C,ミヤマワラビ,1,0,0.1,0.1,0.1,2025/08/20,,,5,865,,
24,C,メシダ,0.5,0,0,0,0.1,2025/08/20,,,0,866,,
24,C,ヤグルマソウ,0,2,2,0.5,3,2025/08/20,,photo,,889,,
24,C,ヤマイヌワラビ,0,0,1,0.5,,2025/08/20,,,0,878,,
24,C,ヤマソテツ,0,0,0,0.5,,2025/08/20,,,,898,,
24,C,ヤマブキショウマ,0.5,1,0.5,0,1.1,2025/08/20,,,5,867,,
24,C,ユキザサ,0,0,0.1,0,,2025/08/20,,,0.5,868,,
24,C,ヨツバヒヨドリ,0.5,0.5,0,0,0.7,2025/08/20,,photo,,882,,
24,C,ヨモギ,5,4,0,3,2,2025/08/20,,,0,869,,
24,S,チシマザサ,9,90,85,90,50,2025/08/20,,,0,879,,
,,ミヤマヤナギ,,,,,1,2025/08/20,,,,,,
,,オニシモツケ,,,,,0.5,2025/08/20,00:11:29,,,,,
,,ミヤマメシダ,,,,,0.5,2025/08/20,00:11:31,,,,,
,,シラネセンキュウ,,,,,0.5,2025/08/20,00:11:33,,,,,
,,ミヤマカタバミ,,,,,0.2,2025/08/20,,,,,,
,,ミネカエデ,,,,,0.1,2025/08/20,,,,,,
,,ミヤマワラビ,,,,,0.1,2025/08/20,,,,,,
,,サカゲイノデ,,,,,0.5,2025/08/20,,,,,,
25,B2,オオシラビソ,7,30,18,20,8.2,2025/08/20,,,2,870,,
25,B2,オガラバナ,4,0,0,0,0.5,2025/08/20,,photo,,883,,
25,B2,オノエヤナギ,5,10,7,5,3,2025/08/20,,,,897,,
25,B2,ダケカンバ,8,30,3,4,1,2025/08/20,,,1,871,,
25,B2,ナナカマド,0.5,5,6,7,7.5,2025/08/20,,,,884,,
25,B2,バッコヤナギ,0,0.5,0.5,0.5,2,2025/08/20,,,0.5,872,,
25,B2,ミネカエデ,0,8,5,3,0.5,2025/08/20,,,3,873,,
25,B2,ミヤマハンノキ,0,0,0,0,2,2025/08/20,,,9,892,,
25,C,アカショウマ,0,0,0.1,1,,2025/08/20,,,6,899,,
25,C,アキカラマツ,1,5,1,1,0.5,2025/08/20,,,0,900,,
25,C,イタドリ,4,0,0.5,12,2,2025/08/20,,,5,901,,
25,C,エンレイソウ,0,0,0.5,0.5,0.2,2025/08/20,,,6,902,,
25,C,オオイタドリ,0,15,12,20,8,2025/08/20,,,4,903,,
25,C,オオバショリマ,0,5,2,0,0.1,2025/08/20,,,0.5,904,,
25,C,オシダ,0.5,0,0,0,,2025/08/20,,,4,905,,
25,C,コウゾリナ,0,0.5,0,0,,2025/08/20,,,,940,,
25,C,コミヤマカタバミ,0,4,4,5,1,2025/08/20,,,,933,,
25,C,ゴゼンタチバナ,0.5,0.5,0,0,0.1,2025/08/20,,,4,906,,
25,C,サカゲイノデ,0,0,0,1,,2025/08/20,,,0,907,,
25,C,シラネニンジン,0,0,0,1,0.1,2025/08/20,,,,934,,
25,C,タテヤマアザミ,3,10,5,4.5,0.1,2025/08/20,,,5,908,,
25,C,チゴユリ,0.5,0,0.5,0.5,0.1,2025/08/20,,,4,909,,
25,C,テガタチドリ,0,0,0,0.1,,2025/08/20,,,0,926,,
25,C,ハクモウイノデ,0.5,0,0,0,,2025/08/20,,,0.5,910,,
25,C,ヒメタケシマラン,0,1,0.5,0.5,,2025/08/20,,,0.5,911,,
25,C,ヒメノガリヤス,0,0,0.1,0,2,2025/08/20,,,3,912,,
25,C,ヒロハユキザサ,0,1,0.5,0.5,0.5,2025/08/20,,,,938,,
25,C,フキ,3,5,5,8,2,2025/08/20,,,,942,,
25,C,マイヅルソウ,1,0,3,6,2,2025/08/20,,,5,913,,
25,C,ミヤマアキノキリンソウ,3,0,0,0,1,2025/08/20,,,0,928,,
25,C,ミヤマカタバミ,0,0,0.5,0,1,2025/08/20,00:11:14,,,943,,
25,C,ミヤマカンスゲ,8,60,40,70,30,2025/08/20,,,0,929,,
25,C,ミヤマシシウド,1,0,4,5,6,2025/08/20,,,1,914,,
25,C,ミヤマメシダ,0,0,0,0.5,0.1,2025/08/20,,,,935,,
25,C,ミヤマワラビ,0,1,0.1,0.5,0.2,2025/08/20,,,1,915,,
25,C,モミジカラマツ,5,8,10,10,,2025/08/20,,,4,916,,
25,C,ヤマドリゼンマイ,1,0,0,1,,2025/08/20,,,0,917,,
25,C,ヤマブキショウマ,0.5,4,0.1,0,0.1,2025/08/20,00:11:20,w,0,930,,
25,C,ユキザサ,1,0,0,0.5,,2025/08/20,,,,932,,
25,C,ヨツバヒヨドリ,3,2,2,0,,2025/08/20,,,8,918,,
25,C,ヨモギ,4,5,0,5,1,2025/08/20,,,0,919,,
25,S,チシマザサ,7,0,70,30,30,2025/08/20,,,,939,,
,,ヤマハハコ,,,,,0.1,2025/08/20,,,,,,
,,ゴマナ,,,,,0.5,2025/08/20,,,,,,
,,ニガナ,,,,,0.5,2025/08/20,,,,,,
,,オオハナウド,,,,,0.5,2025/08/20,00:10:53,,,,,
,,ヨツバヒヨドリ,,,,,0.1,2025/08/20,00:10:55,,,,,
,,ヒメゴヨウイチゴ,,,,,2,2025/08/20,,,,,,
,,タケシマラン,,,,,0.4,2025/08/20,,,,,,
,,ヤマトユキザサ,,,,,0.1,2025/08/20,00:11:00,,,,,
,,ヒメワラビ,,,,,0.1,2025/08/20,,,,,,
,,サカゲイノデ,,,,,0.1,2025/08/20,00:11:11,,,,,
