サブプロット,階層,種名,DK1999,被度2006,被度2012,被度2018,被度2025,DK2006
25,C,アカショウマ,0,0,0.1,1,0,6
25,C,アキカラマツ,1,5,1,1,0.5,0
25,C,イタドリ,4,0,0.5,12,2,5
25,C,エンレイソウ,0,0,0.5,0.5,0.2,6
25,C,オオイタドリ,0,15,12,20,8,4
25,C,オオハナウド,0,0,0,0,0.5,0
25,C,オオバショリマ,0,5,2,0,0.1,0.5
25,C,オシダ,0.5,0,0,0,0,4
25,C,コウゾリナ,0,0.5,0,0,0,0
25,C,コミヤマカタバミ,0,4,4,5,1,0
25,C,ゴゼンタチバナ,0.5,0.5,0,0,0.1,4
25,C,ゴマナ,0,0,0,0,0.5,0
25,C,サカゲイノデ,0,0,0,1,0.1,0
25,C,シラネニンジン,0,0,0,1,0.1,0
25,C,シラネワラビ,0,0,0,0,0.1,0
25,C,タケシマラン,0,0,0,0,0.4,0
25,C,タテヤマアザミ,3,10,5,4.5,0.1,5
25,C,チゴユリ,0.5,0,0.5,0.5,0.1,4
25,C,ツマトリソウ,0,0,0,0,0.1,0
25,C,テガタチドリ,0,0,0,0.1,0,0
25,C,ハクモウイノデ,0.5,0,0,0,0,0.5
25,C,ヒメゴヨウイチゴ,0,0,0,0,2,0
25,C,ヒメタケシマラン,0,1,0.5,0.5,0,0.5
25,C,ヒメノガリヤス,0,0,0.1,0,2,3
25,C,ヒメワラビ,0,0,0,0,0.1,0
25,C,ヒロハユキザサ,0,1,0.5,0.5,0.5,0
25,C,フキ,3,5,5,8,2,0
25,C,マイヅルソウ,1,0,3,6,2,5
25,C,ミヤマアキノキリンソウ,3,0,0,0,1,0
25,C,ミヤマカタバミ,0,0,0.5,0,1,0
25,C,ミヤマカンスゲ,8,60,40,70,30,0
25,C,ミヤマシシウド,1,0,4,5,6,1
25,C,ミヤマメシダ,0,0,0,0.5,0.1,0
25,C,ミヤマワラビ,0,1,0.1,0.5,0.2,1
25,C,モミジカラマツ,5,8,10,10,0,4
25,C,ヤマトユキザサ,0,0,0,0,0.1,0
25,C,ヤマドリゼンマイ,1,0,0,1,0,0
25,C,ヤマハハコ,0,0,0,0,0.1,0
25,C,ヤマブキショウマ,0.5,4,0.1,0,0.1,0
25,C,ユキザサ,1,0,0,0.5,0,0
25,C,ヨツバヒヨドリ,3,2,2,0,0.1,8
25,C,ヨモギ,4,5,0,5,1,0
25,S,チシマザサ,7,0,70,30,30,0
